,GROUP_NAME,PlusMinus
327,P. Tucker - J. Embiid - D. House Jr. - D. Melton - S. Milton,0.0
328,S. Adams - D. Brooks - J. Morant - D. Bane - S. Aldama,2.0
329,V. Oladipo - B. Adebayo - C. Martin - D. Robinson - T. Herro,1.0
330,B. Bogdanovic - N. Noel - K. Hayes - S. Bey - J. Ivey,-2.7
331,J. Green - J. Murray - T. Bryant - B. Brown - C. Braun,-3.0
332,A. Horford - M. Smart - J. Brown - J. Tatum - R. Williams III,-2.7
333,G. Hayward - K. Oubre Jr. - T. Rozier - J. Thor - M. Williams,-1.8
334,R. Covington - A. Coffey - X. Moon - B. Hyland - M. Diabate,4.5
335,A. Burks - C. Joseph - R. McGruder - M. Bagley III - H. Diallo,10.5
336,B. Bogdanovic - J. Wiseman - K. Hayes - I. Stewart - J. Ivey,1.0
337,C. Capela - D. Murray - T. Young - D. Hunter - S. Bey,-0.7000000000000001
338,C. Joseph - R. McGruder - M. Bagley III - H. Diallo - R. Hampton,0.5
339,C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,2.8
340,J. Green - J. Murray - B. Brown - Z. Nnaji - C. Braun,-1.8
341,J. Poeltl - K. Bates-Diop - R. Langford - D. Vassell - T. Jones,3.5
342,L. James - A. Davis - T. Brown Jr. - L. Walker IV - K. Nunn,0.5
343,L. James - P. Beverley - A. Davis - D. Schroder - A. Reaves,0.7000000000000001
344,A. Davis - D. Russell - M. Beasley - T. Brown Jr. - J. Vanderbilt,-2.7
345,A. Horford - J. Brown - J. Tatum - G. Williams - P. Pritchard,3.5
346,B. Griffin - M. Muscala - D. White - G. Williams - S. Hauser,7.0
347,B. Hield - T. Haliburton - J. Smith - C. Duarte - T. Taylor,-9.0
348,C. LeVert - J. Allen - D. Garland - L. Stevens - E. Mobley,2.2
349,G. Bitadze - B. Bol - C. Anthony - F. Wagner - C. Houstan,-2.7
350,J. Poeltl - K. Bates-Diop - D. Vassell - T. Jones - J. Sochan,-5.0
351,M. Wagner - B. Bol - C. Anthony - F. Wagner - J. Suggs,1.4
352,R. Jackson - J. Murray - T. Bryant - V. Cancar - B. Brown,-4.5
353,R. Westbrook - E. Gordon - P. George - K. Leonard - I. Zubac,6.5
354,S. Dinwiddie - J. Harris - R. O'Neale - Y. Watanabe - D. Sharpe,10.5
355,T. Jones - J. Jackson Jr. - B. Clarke - D. Bane - D. Roddy,9.7
356,A. Burks - C. Joseph - K. Knox II - S. Bey - J. Duren,-0.7000000000000001
357,A. Gordon - N. Jokic - J. Murray - M. Porter Jr. - C. Braun,6.5
358,A. Horford - J. Brown - J. Tatum - D. White - R. Williams III,7.1
359,D. Lillard - J. Grant - J. Hart - A. Simons - D. Eubanks,0.1
360,D. McDermott - J. Richardson - K. Bates-Diop - C. Bassey - D. Vassell,2.5
361,D. Mitchell - M. Diakite - D. Garland - L. Stevens - E. Mobley,-2.0
362,H. Barnes - R. Holmes - D. Fox - K. Huerter - K. Murray,2.0
363,P. Mills - Y. Watanabe - D. Sharpe - C. Thomas - D. Duke Jr.,-7.0
364,R. Bullock - D. Powell - M. Kleber - J. Green - J. Hardy,3.5
365,T. Harris - J. Embiid - D. House Jr. - D. Melton - T. Maxey,7.5
366,T. McConnell - J. Nwora - J. Smith - C. Duarte - B. Mathurin,7.0
367,T. Ross - M. Bamba - A. Schofield - C. Anthony - F. Wagner,-1.4
368,Z. Collins - K. Johnson - D. Vassell - T. Jones - M. Branham,2.0
369,B. Beal - D. Wright - K. Kuzma - D. Gafford - D. Avdija,-3.0
370,D. Lillard - J. Nurkic - A. Simons - C. Reddish - M. Thybulle,-6.0
371,I. Hartenstein - J. Hart - R. Barrett - Q. Grimes - I. Quickley,3.0
372,J. Green - R. Jackson - J. Murray - T. Bryant - B. Brown,-7.5
373,M. Wagner - B. Bol - C. Okeke - J. Suggs - C. Houstan,-2.0
374,M. Wagner - B. Bol - F. Wagner - J. Suggs - C. Houstan,-1.0
375,P. Beverley - A. Davis - T. Brown Jr. - L. Walker IV - A. Reaves,4.2
376,S. Gilgeous-Alexander - K. Williams - J. Giddey - J. Williams - J. Williams,-5.0
377,B. Griffin - J. Brown - J. Tatum - D. White - G. Williams,-3.3
378,D. Wright - M. Morris - D. Gafford - D. Avdija - C. Kispert,5.0
379,G. Hayward - D. Smith Jr. - P. Washington - L. Ball - M. Williams,0.30000000000000004
380,J. McGee - R. Bullock - S. Dinwiddie - D. Finney-Smith - L. Doncic,-1.8
381,J. Poeltl - K. Bates-Diop - K. Johnson - T. Jones - J. Sochan,-1.0
382,K. Irving - J. Holiday - R. Bullock - D. Powell - L. Doncic,0.0
383,K. Lowry - J. Butler - B. Adebayo - H. Highsmith - M. Strus,2.5
384,M. Smart - N. Vonleh - J. Brown - J. Tatum - D. White,0.5
385,T. Ross - M. Wagner - C. Anthony - F. Wagner - C. Houstan,-1.0
386,A. Horford - J. Brown - J. Tatum - D. White - P. Pritchard,-3.7
387,B. Lopez - J. Holiday - G. Antetokounmpo - G. Allen - J. Carter,2.7
388,B. Lopez - J. Holiday - K. Middleton - G. Antetokounmpo - G. Allen,2.2
389,C. Paul - B. Biyombo - D. Booker - T. Craig - M. Bridges,3.8
390,D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - P. Williams,1.2
391,E. Gordon - J. Green - K. Martin Jr. - A. Sengun - T. Eason,3.5
392,J. Murray - V. Cancar - B. Brown - Z. Nnaji - B. Hyland,-0.5
393,J. Valanciunas - B. Ingram - Z. Williamson - H. Jones - J. Alvarado,3.0
394,K. Hayes - S. Bey - I. Stewart - I. Livers - J. Ivey,-6.0
395,K. Porzingis - K. Kuzma - D. Avdija - C. Kispert - J. Goodwin,-1.3
396,P. Tucker - T. Harris - J. Embiid - D. Melton - S. Milton,-4.3
397,P. Washington - J. McDaniels - L. Ball - T. Maledon - N. Richards,1.0
398,T. Ross - M. Wagner - C. Anthony - F. Wagner - J. Suggs,0.8
399,T. Young - J. Hernangomez - F. VanVleet - O. Anunoby - S. Barnes,0.30000000000000004
400,Z. Collins - K. Bates-Diop - D. Graham - T. Jones - J. Sochan,-4.5
401,Z. Collins - K. Bates-Diop - K. Johnson - D. Vassell - T. Jones,-4.6
402,A. Davis - D. Schroder - D. Russell - W. Gabriel - A. Reaves,6.5
403,A. Len - T. Lyles - D. Fox - M. Monk - K. Huerter,2.0
404,C. McCollum - J. Richardson - B. Ingram - J. Hayes - H. Jones,-2.5
405,E. Fournier - I. Hartenstein - R. Barrett - O. Toppin - M. McBride,-3.0
406,J. Holiday - F. Ntilikina - T. Pinson - M. Wright IV - A. Lawson,0.5
407,J. Valanciunas - C. McCollum - N. Marshall - H. Jones - T. Murphy III,1.9
408,K. Irving - R. Bullock - T. Hardaway Jr. - D. Powell - L. Doncic,1.7000000000000002
409,P. Tucker - J. Harden - J. Embiid - D. Melton - T. Maxey,-0.6000000000000001
410,A. Horford - M. Smart - J. Tatum - D. White - R. Williams III,-0.7000000000000001
411,B. Bogdanovic - O. Okongwu - T. Forrest - J. Johnson - A. Griffin,-1.0
412,B. Lopez - J. Holiday - G. Antetokounmpo - P. Connaughton - G. Allen,1.3
413,C. LeVert - J. Allen - D. Garland - I. Okoro - E. Mobley,1.0
414,D. Lillard - D. Eubanks - N. Little - T. Watford - S. Sharpe,-1.0
415,G. Bitadze - B. Bol - C. Anthony - F. Wagner - J. Suggs,3.0
416,J. Green - D. Jordan - K. Caldwell-Pope - B. Brown - M. Porter Jr.,0.7000000000000001
417,K. Lowry - J. Butler - M. Strus - T. Herro - N. Jovic,4.5
418,M. Muscala - M. Brogdon - D. White - G. Williams - S. Hauser,-1.3
419,N. Batum - J. Wall - R. Covington - B. Boston Jr. - M. Diabate,-0.5
420,S. Curry - D. Green - A. Wiggins - K. Looney - J. Poole,2.5
421,B. Hield - A. Nembhard - J. Nwora - T. Haliburton - J. Smith,-4.5
422,D. Rose - I. Hartenstein - C. Reddish - O. Toppin - I. Quickley,-1.1
423,G. Hayward - M. Plumlee - T. Rozier - J. McDaniels - L. Ball,1.7000000000000002
424,K. Lowry - K. Love - C. Martin - G. Vincent - T. Herro,8.5
425,P. Mills - E. Sumner - Y. Watanabe - D. Sharpe - C. Thomas,0.0
426,R. Bullock - T. Hardaway Jr. - D. Powell - J. Green - M. Wright IV,1.0
427,T. Harris - J. Embiid - D. Melton - S. Milton - M. Thybulle,13.5
428,B. Beal - K. Porzingis - K. Kuzma - D. Avdija - C. Kispert,0.2
429,D. Mitchell - D. Garland - I. Okoro - L. Stevens - E. Mobley,-0.30000000000000004
430,G. Dragic - A. Drummond - Z. LaVine - D. Jones Jr. - A. Caruso,5.6
431,J. Randle - J. Hart - M. Robinson - R. Barrett - I. Quickley,-2.0
432,J. Tatum - D. White - R. Williams III - G. Williams - S. Hauser,0.7000000000000001
433,J. Valanciunas - N. Marshall - H. Jones - T. Murphy III - J. Alvarado,-0.8
434,K. Caldwell-Pope - A. Gordon - N. Jokic - D. Reed - B. Brown,1.0
435,K. Irving - R. Bullock - T. Hardaway Jr. - M. Kleber - L. Doncic,-0.7000000000000001
436,K. Knox II - K. Johnson - S. Sharpe - J. Walker - J. Butler Jr.,-3.0
437,L. Kennard - D. Brooks - J. Jackson Jr. - J. Morant - D. Bane,2.5
438,M. Beasley - L. Markkanen - C. Sexton - W. Kessler - S. Fontecchio,1.0
439,P. Siakam - J. Hernangomez - F. VanVleet - S. Barnes - C. Koloko,-3.5
440,R. Westbrook - P. George - M. Morris Sr. - K. Leonard - M. Plumlee,-3.3
441,W. Barton - J. Poeltl - P. Siakam - F. VanVleet - O. Anunoby,1.7000000000000002
442,A. Horford - J. Brown - J. Tatum - D. White - G. Williams,2.1
443,C. Paul - D. Booker - M. Bridges - J. Okogie - J. Landale,-1.5
444,C. Paul - D. Saric - T. Craig - M. Bridges - D. Ayton,-5.0
445,D. McDermott - D. Graham - J. Champagnie - B. Wesley - D. Barlow,-6.7
446,H. Diallo - K. Hayes - S. Bey - I. Stewart - I. Livers,-0.8
447,J. Valanciunas - C. McCollum - Z. Williamson - T. Murphy III - D. Daniels,0.1
448,S. Gilgeous-Alexander - L. Dort - A. Pokusevski - J. Giddey - J. Williams,-3.5
449,T. Maledon - N. Richards - K. Jones - J. Bouknight - B. McGowens,-1.5
450,T. Young - F. VanVleet - O. Anunoby - C. Boucher - S. Barnes,5.5
451,V. Oladipo - B. Adebayo - G. Vincent - M. Strus - T. Herro,2.3
452,B. Adebayo - C. Martin - D. Robinson - G. Vincent - M. Strus,1.6
453,B. Bogdanovic - S. Bey - I. Stewart - J. Ivey - J. Duren,-5.6
454,D. Brooks - J. Jackson Jr. - J. Morant - B. Clarke - Z. Williams,-2.3
455,D. Lillard - J. Grant - C. Reddish - M. Thybulle - T. Watford,-0.4
456,D. Lillard - J. Grant - D. Eubanks - C. Reddish - S. Sharpe,0.7000000000000001
457,J. Green - D. Jordan - B. Brown - M. Porter Jr. - B. Hyland,-2.0
458,J. McGee - T. Hardaway Jr. - S. Dinwiddie - M. Kleber - J. Green,-3.0
459,J. Valanciunas - C. McCollum - Z. Williamson - N. Marshall - T. Murphy III,-2.3
460,K. Irving - T. Hardaway Jr. - C. Wood - L. Doncic - J. Green,3.0
461,K. Olynyk - J. Clarkson - K. Dunn - O. Agbaji - W. Kessler,5.0
462,K. Olynyk - J. Clarkson - T. Horton-Tucker - O. Agbaji - W. Kessler,-1.8
463,K. Olynyk - T. Horton-Tucker - O. Agbaji - W. Kessler - S. Fontecchio,-2.7
464,K. Thompson - D. Green - K. Looney - J. Poole - M. Moody,-2.5
465,K. Williams - L. Dort - J. Robinson-Earl - T. Mann - J. Giddey,-3.3
466,M. Conley - K. Olynyk - M. Beasley - L. Markkanen - C. Sexton,2.2
467,M. Wagner - C. Anthony - F. Wagner - J. Suggs - C. Houstan,-3.5
468,P. Tucker - J. Harden - T. Harris - J. Embiid - M. Thybulle,4.0
469,P. Tucker - T. Harris - D. Melton - T. Maxey - P. Reed,5.0
470,R. Gay - J. Clarkson - C. Sexton - T. Horton-Tucker - W. Kessler,3.0
471,R. Jackson - R. Covington - A. Coffey - B. Boston Jr. - M. Diabate,-4.5
472,R. Westbrook - N. Batum - P. George - M. Morris Sr. - K. Leonard,2.5
473,T. Hardaway Jr. - S. Dinwiddie - D. Powell - C. Wood - L. Doncic,3.8
474,Z. Collins - K. Johnson - R. Langford - T. Jones - M. Branham,-1.0
475,B. Beal - K. Porzingis - D. Wright - K. Kuzma - C. Kispert,5.2
476,B. Hield - T. Haliburton - J. Smith - C. Duarte - I. Jackson,4.7
477,C. Capela - D. Murray - J. Collins - T. Young - A. Griffin,-1.0
478,C. LeVert - D. Mitchell - J. Allen - D. Wade - E. Mobley,2.5
479,D. Dedmon - V. Oladipo - C. Martin - M. Strus - T. Herro,0.0
480,J. Grant - J. Nurkic - J. Hart - A. Simons - S. Sharpe,-2.0
481,J. Green - D. Jordan - J. Murray - B. Brown - C. Braun,-2.5
482,K. Olynyk - U. Azubuike - T. Horton-Tucker - O. Agbaji - S. Fontecchio,-5.5
483,K. Thompson - D. Green - K. Looney - D. DiVincenzo - J. Poole,-0.2
484,M. Conley - K. Olynyk - J. Clarkson - L. Markkanen - W. Kessler,1.4
485,D. Brooks - J. Jackson Jr. - J. Morant - X. Tillman - Z. Williams,11.5
486,D. Gafford - A. Gill - C. Kispert - J. Goodwin - J. Davis,-3.0
487,D. Jones - J. Toscano-Anderson - O. Agbaji - J. Juzang - S. Fontecchio,-5.5
488,D. Murray - J. Collins - T. Young - D. Hunter - O. Okongwu,0.5
489,H. Barnes - D. Sabonis - D. Fox - K. Edwards - K. Murray,-2.8
490,J. Randle - I. Hartenstein - J. Hart - J. Brunson - I. Quickley,1.9
491,K. Caldwell-Pope - A. Gordon - N. Jokic - B. Brown - M. Porter Jr.,2.1
492,K. Caldwell-Pope - N. Jokic - V. Cancar - B. Brown - M. Porter Jr.,2.8
493,M. Harrell - G. Niang - D. House Jr. - S. Milton - T. Maxey,0.5
494,N. Batum - K. Leonard - M. Plumlee - T. Mann - B. Hyland,10.7
495,N. Batum - M. Morris Sr. - K. Leonard - I. Zubac - T. Mann,0.5
496,A. Horford - M. Smart - J. Brown - J. Tatum - L. Kornet,-5.5
497,B. Bol - C. Okeke - A. Schofield - K. Harris - C. Houstan,-3.7
498,G. Mathews - J. Green - K. Martin Jr. - J. Tate - A. Sengun,-1.3
499,H. Barnes - A. Len - T. Lyles - D. Fox - M. Monk,7.3
500,J. Butler - B. Adebayo - C. Martin - G. Vincent - T. Herro,2.1
501,J. Grant - C. Reddish - N. Little - T. Watford - S. Sharpe,-2.0
502,J. Green - K. Martin Jr. - J. Tate - A. Sengun - J. Smith Jr.,-2.5
503,K. Irving - S. Curry - J. Harris - R. O'Neale - N. Claxton,0.8
504,P. Tucker - J. Harden - J. Embiid - D. Melton - S. Milton,1.3
505,S. Curry - K. Thompson - D. Green - A. Wiggins - J. Poole,-0.1
506,T. McConnell - A. Nesmith - J. Smith - C. Duarte - B. Mathurin,0.0
507,V. Oladipo - B. Adebayo - C. Martin - G. Vincent - M. Strus,-0.30000000000000004
508,B. Beal - K. Porzingis - D. Wright - D. Gafford - A. Gill,1.0
509,B. Marjanovic - D. Nix - J. Christopher - U. Garuba - T. Eason,5.0
510,I. Hartenstein - J. Hart - R. Barrett - O. Toppin - M. McBride,4.9
511,I. Hartenstein - R. Barrett - I. Quickley - M. McBride - J. Sims,0.0
512,J. Butler - C. Zeller - G. Vincent - M. Strus - T. Herro,2.0
513,J. Randle - J. Brunson - R. Barrett - I. Quickley - J. Sims,-1.5
514,K. Bates-Diop - T. Jones - S. Mamukelashvili - J. Champagnie - M. Branham,1.3
515,K. Lowry - B. Adebayo - C. Martin - H. Highsmith - T. Herro,3.8
516,K. Lowry - V. Oladipo - B. Adebayo - C. Martin - T. Herro,1.3
517,M. Conley - J. Clarkson - M. Beasley - L. Markkanen - W. Kessler,1.4
518,M. Harrell - G. Niang - S. Milton - M. Thybulle - T. Maxey,0.9
519,R. McGruder - J. Wiseman - K. Hayes - E. Omoruyi - J. Ivey,-0.5
520,T. Hardaway Jr. - S. Dinwiddie - D. Powell - D. Finney-Smith - J. Green,-2.6
521,T. Jones - J. Jackson Jr. - X. Tillman - D. Bane - D. Roddy,3.0
522,Z. Collins - K. Bates-Diop - K. Johnson - M. Branham - J. Sochan,0.9
523,C. Martin - P. Washington - J. McDaniels - L. Ball - N. Richards,0.0
524,D. Booker - C. Payne - M. Bridges - J. Okogie - D. Ayton,10.0
525,D. Dedmon - C. Martin - H. Highsmith - T. Herro - D. Smith,8.5
526,D. McDermott - J. Richardson - R. Langford - C. Bassey - D. Vassell,0.7000000000000001
527,D. Saric - D. Lee - T. Craig - M. Bridges - D. Ayton,3.0
528,J. Hart - M. Robinson - Q. Grimes - O. Toppin - I. Quickley,4.7
529,J. McGee - K. Irving - R. Bullock - T. Hardaway Jr. - J. Green,-1.5
530,J. Valanciunas - Z. Williamson - T. Murphy III - J. Alvarado - D. Daniels,1.0
531,K. Olynyk - J. Clarkson - L. Markkanen - J. Vanderbilt - N. Alexander-Walker,2.0
532,L. James - A. Davis - D. Schroder - T. Brown Jr. - L. Walker IV,1.0
533,R. Jackson - N. Powell - I. Zubac - L. Kennard - A. Coffey,0.0
534,S. Gilgeous-Alexander - L. Dort - J. Robinson-Earl - J. Giddey - J. Williams,-0.5
535,S. Harrison - K. Knox II - J. Walker - J. Butler Jr. - J. Williams,-3.0
536,T. Jones - S. Mamukelashvili - J. Champagnie - B. Wesley - D. Barlow,0.5
537,B. Beal - K. Porzingis - M. Morris - D. Gafford - C. Kispert,0.2
538,C. Bassey - I. Roby - M. Branham - J. Hall - D. Barlow,-1.0
539,C. LeVert - J. Allen - D. Wade - I. Okoro - E. Mobley,-1.5
540,G. Hayward - K. Oubre Jr. - T. Rozier - S. Mykhailiuk - M. Williams,4.0
541,H. Barnes - T. Lyles - D. Sabonis - D. Fox - T. Davis,11.7
542,J. Brunson - M. Robinson - R. Barrett - Q. Grimes - O. Toppin,-3.0
543,J. Grant - J. Nurkic - J. Hart - K. Johnson - S. Sharpe,-1.0
544,J. Valanciunas - C. McCollum - J. Richardson - B. Ingram - H. Jones,-1.5
545,J. Valanciunas - C. McCollum - J. Richardson - N. Marshall - T. Murphy III,1.5
546,R. Bullock - T. Hardaway Jr. - S. Dinwiddie - D. Finney-Smith - J. Green,-1.2
547,R. Covington - A. Coffey - B. Boston Jr. - J. Preston - M. Diabate,-0.4
548,B. Bogdanovic - A. Holiday - O. Okongwu - V. Krejci - A. Griffin,4.5
549,D. Lillard - G. Payton II - N. Little - T. Watford - S. Sharpe,2.0
550,D. Lillard - J. Grant - J. Nurkic - C. Reddish - M. Thybulle,1.5
551,G. Hayward - T. Rozier - P. Washington - J. McDaniels - N. Richards,-4.7
552,H. Barnes - D. Sabonis - D. Fox - T. Davis - K. Murray,-2.2
553,J. Butler - V. Oladipo - D. Robinson - M. Strus - O. Robinson,-5.0
554,J. Poeltl - K. Bates-Diop - R. Langford - T. Jones - J. Sochan,-2.3
555,J. Randle - J. Brunson - M. Robinson - Q. Grimes - I. Quickley,0.6000000000000001
556,K. Irving - D. Bertans - T. Hardaway Jr. - C. Wood - J. Hardy,4.0
557,K. Love - R. Lopez - R. Neto - C. Osman - C. LeVert,8.0
558,K. Olynyk - L. Markkanen - C. Sexton - O. Agbaji - W. Kessler,-4.0
559,M. Plumlee - K. Oubre Jr. - T. Rozier - D. Smith Jr. - J. McDaniels,3.0
560,N. Batum - P. George - M. Morris Sr. - R. Jackson - I. Zubac,1.4
561,N. Vucevic - Z. LaVine - A. Caruso - P. Williams - A. Dosunmu,0.7000000000000001
562,S. Adams - T. Jones - D. Brooks - D. Bane - S. Aldama,0.5
563,A. Davis - D. Schroder - M. Beasley - T. Brown Jr. - J. Vanderbilt,0.30000000000000004
564,C. Boucher - G. Trent Jr. - P. Achiuwa - M. Flynn - C. Koloko,7.5
565,C. Capela - T. Young - D. Hunter - J. Johnson - A. Griffin,-2.3
566,C. Joseph - B. Bogdanovic - S. Bey - I. Stewart - J. Ivey,3.5
567,C. McCollum - W. Hernangomez - B. Ingram - H. Jones - T. Murphy III,1.7000000000000002
568,D. Dedmon - C. Martin - D. Robinson - G. Vincent - T. Herro,5.0
569,D. Schroder - D. Russell - R. Hachimura - W. Gabriel - A. Reaves,1.2
570,G. Harris - M. Wagner - B. Bol - F. Wagner - P. Banchero,0.5
571,J. Green - R. Jackson - K. Caldwell-Pope - T. Bryant - B. Brown,-2.3
572,K. Lowry - B. Adebayo - D. Robinson - G. Vincent - M. Strus,-0.4
573,L. James - R. Westbrook - D. Schroder - T. Brown Jr. - W. Gabriel,3.0
574,L. Kennard - D. Brooks - J. Morant - X. Tillman - S. Aldama,-0.8
575,M. Bamba - B. Bol - C. Okeke - F. Wagner - J. Suggs,-4.8
576,M. Turner - B. Hield - A. Nembhard - J. Nwora - T. Haliburton,-3.4
577,N. Batum - R. Covington - N. Powell - A. Coffey - T. Mann,7.0
578,O. Anunoby - C. Boucher - P. Achiuwa - J. Dowtin Jr. - S. Barnes,0.5
579,P. Siakam - J. Hernangomez - F. VanVleet - M. Flynn - S. Barnes,-1.5
580,Z. Collins - K. Johnson - D. Vassell - M. Branham - J. Sochan,-4.3
581,B. Bogdanovic - M. Bagley III - K. Hayes - S. Bey - J. Ivey,-3.2
582,D. Saric - D. Lee - T. Craig - M. Bridges - J. Okogie,2.0
583,I. Hartenstein - J. Hart - J. Brunson - Q. Grimes - I. Quickley,0.0
584,J. Green - D. Jordan - J. Murray - B. Hyland - C. Braun,-1.0
585,K. Caldwell-Pope - V. Cancar - B. Brown - Z. Nnaji - B. Hyland,7.5
586,K. Lowry - J. Butler - B. Adebayo - C. Martin - M. Strus,2.2
587,K. Thompson - D. Green - A. Wiggins - K. Looney - J. Poole,0.7000000000000001
588,L. James - D. Schroder - M. Bamba - R. Hachimura - A. Reaves,5.0
589,L. James - D. Schroder - T. Bryant - T. Brown Jr. - L. Walker IV,-3.5
590,L. Nance Jr. - D. Graham - J. Hayes - N. Marshall - J. Alvarado,2.6
591,L. Nance Jr. - D. Graham - Z. Williamson - N. Marshall - J. Alvarado,5.6
592,M. Smart - J. Tatum - D. White - R. Williams III - G. Williams,3.8
593,M. Turner - O. Brissett - A. Nembhard - C. Duarte - B. Mathurin,-0.5
594,T. Ross - W. Carter Jr. - C. Okeke - K. Harris - F. Wagner,2.5
595,B. Lopez - J. Holiday - G. Antetokounmpo - G. Allen - M. Beauchamp,0.0
596,C. Joseph - H. Diallo - K. Knox II - K. Hayes - J. Duren,-6.3
597,D. Jordan - K. Caldwell-Pope - A. Gordon - J. Murray - M. Porter Jr.,-1.0
598,D. Saric - D. Lee - J. Landale - S. Lee - I. Wainright,2.8
599,E. Gordon - N. Batum - P. George - M. Plumlee - T. Mann,0.6000000000000001
600,H. Barnes - D. Sabonis - K. Huerter - D. Mitchell - K. Murray,1.1
601,J. Butler - B. Adebayo - G. Vincent - M. Strus - T. Herro,1.5
602,K. Caldwell-Pope - A. Gordon - N. Jokic - V. Cancar - B. Brown,-1.0
603,K. Olynyk - J. Clarkson - L. Markkanen - T. Horton-Tucker - W. Kessler,2.4
604,L. James - R. Westbrook - P. Beverley - A. Davis - D. Schroder,1.5
605,M. Conley - R. Gobert - K. Anderson - T. Prince - J. McDaniels,2.2
606,P. George - M. Morris Sr. - R. Jackson - N. Powell - I. Zubac,-3.9
607,P. Siakam - O. Anunoby - G. Trent Jr. - M. Flynn - S. Barnes,-4.5
608,S. Curry - K. Thompson - D. Green - D. DiVincenzo - J. Kuminga,-2.3
609,B. Bogdanovic - K. Hayes - S. Bey - I. Stewart - J. Ivey,-1.2
610,B. Griffin - M. Smart - J. Tatum - D. White - G. Williams,0.5
611,C. Paul - D. Saric - M. Bridges - L. Shamet - D. Ayton,0.8
612,D. Wright - K. Kuzma - R. Hachimura - D. Gafford - D. Avdija,1.7000000000000002
613,H. Barnes - D. Sabonis - D. Fox - K. Huerter - T. Davis,2.9
614,J. Embiid - G. Niang - D. House Jr. - D. Melton - T. Maxey,-3.3
615,J. Green - D. Jordan - M. Porter Jr. - B. Hyland - C. Braun,3.8
616,J. Holiday - D. Murray - O. Okongwu - J. Johnson - A. Griffin,-4.0
617,J. Randle - J. Brunson - Q. Grimes - I. Quickley - J. Sims,0.0
618,J. Valanciunas - C. McCollum - H. Jones - T. Murphy III - D. Daniels,1.5
619,K. Olynyk - K. Dunn - L. Markkanen - T. Horton-Tucker - W. Kessler,-2.3
620,M. Turner - B. Hield - A. Nembhard - A. Nesmith - B. Mathurin,-2.3
621,R. Westbrook - E. Gordon - P. George - K. Leonard - M. Plumlee,-0.7000000000000001
622,W. Barton - C. Boucher - G. Trent Jr. - P. Achiuwa - S. Barnes,0.0
623,A. Rivers - R. Gobert - D. Russell - A. Edwards - J. McDaniels,-1.1
624,C. Capela - A. Holiday - T. Young - J. Johnson - A. Griffin,-0.8
625,C. Paul - D. Lee - T. Craig - J. Okogie - D. Ayton,0.30000000000000004
626,G. Hayward - D. Smith Jr. - P. Washington - L. Ball - N. Richards,1.0
627,J. Butler - D. Dedmon - D. Robinson - G. Vincent - M. Strus,1.8
628,J. Green - D. Nix - K. Martin Jr. - A. Sengun - J. Smith Jr.,-3.1
629,J. Harden - D. House Jr. - S. Milton - J. McDaniels - P. Reed,4.0
630,J. Valanciunas - C. McCollum - J. Hayes - H. Jones - T. Murphy III,-0.7000000000000001
631,K. Olynyk - J. Clarkson - L. Markkanen - C. Sexton - W. Kessler,-0.4
632,K. Oubre Jr. - D. Smith Jr. - P. Washington - N. Richards - B. McGowens,-5.0
633,K. Williams - L. Dort - J. Giddey - A. Wiggins - J. Williams,-3.3
634,N. Batum - P. George - R. Jackson - R. Covington - N. Powell,-2.2
635,R. Bullock - S. Dinwiddie - C. Wood - D. Finney-Smith - F. Ntilikina,3.7
636,R. Covington - N. Powell - A. Coffey - T. Mann - M. Brown,-1.8
637,T. Hardaway Jr. - S. Dinwiddie - C. Wood - M. Kleber - J. Green,0.4
638,T. Jones - J. Konchar - X. Tillman - D. Bane - D. Roddy,-6.0
639,T. McConnell - O. Brissett - J. Smith - C. Duarte - B. Mathurin,0.8
640,T. Prince - J. McLaughlin - N. Alexander-Walker - N. Reid - A. Edwards,2.0
641,T. Warren - D. Booker - C. Payne - L. Shamet - J. Landale,3.7
642,V. Oladipo - B. Adebayo - C. Martin - M. Strus - T. Herro,1.4
643,V. Oladipo - B. Adebayo - G. Vincent - H. Highsmith - M. Strus,-1.1
644,B. Beal - W. Barton - K. Porzingis - D. Wright - K. Kuzma,-4.7
645,B. Bogdanovic - T. Young - O. Okongwu - S. Bey - J. Johnson,7.3
646,C. McCollum - L. Nance Jr. - B. Ingram - H. Jones - T. Murphy III,1.3
647,D. DeRozan - A. Drummond - C. White - P. Williams - A. Dosunmu,1.1
648,D. Dedmon - V. Oladipo - D. Robinson - H. Highsmith - T. Herro,0.0
649,D. Lillard - J. Nurkic - J. Winslow - J. Hart - A. Simons,3.0
650,E. Sumner - D. Sharpe - K. Edwards - C. Thomas - D. Duke Jr.,1.0
651,I. Hartenstein - R. Barrett - O. Toppin - I. Quickley - M. McBride,-0.7000000000000001
652,J. Wall - N. Powell - I. Zubac - L. Kennard - T. Mann,0.0
653,L. James - A. Davis - D. Schroder - T. Brown Jr. - A. Reaves,2.3
654,S. Gilgeous-Alexander - L. Dort - L. Waters III - J. Giddey - J. Williams,6.0
655,T. Ross - M. Bamba - W. Carter Jr. - F. Wagner - C. Houstan,0.0
656,T. Rozier - P. Washington - J. McDaniels - N. Richards - J. Bouknight,-0.30000000000000004
