,GROUP_NAME,PlusMinus
657,B. Adebayo - G. Vincent - H. Highsmith - M. Strus - T. Herro,0.2
658,B. Bogdanovic - D. Murray - O. Okongwu - J. Johnson - A. Griffin,0.5
659,B. Bogdanovic - D. Murray - O. Okongwu - S. Bey - J. Johnson,-0.8
660,B. Lopez - J. Holiday - J. Crowder - K. Middleton - J. Ingles,3.5
661,C. McCollum - J. Hayes - N. Marshall - H. Jones - T. Murphy III,1.0
662,D. Brooks - J. Jackson Jr. - J. Morant - B. Clarke - D. Bane,2.9
663,E. Fournier - J. Randle - I. Hartenstein - J. Brunson - R. Barrett,-0.8
664,I. Hartenstein - J. Hart - R. Barrett - O. Toppin - I. Quickley,-0.1
665,J. Butler - B. Adebayo - G. Vincent - H. Highsmith - M. Strus,1.3
666,J. Valanciunas - C. McCollum - N. Marshall - T. Murphy III - D. Daniels,-2.6
667,J. Valanciunas - C. McCollum - N. Marshall - T. Murphy III - J. Alvarado,0.5
668,K. Looney - J. Poole - J. Kuminga - A. Lamb - M. Moody,4.3
669,L. James - M. Beasley - R. Hachimura - W. Gabriel - A. Reaves,2.5
670,M. Conley - J. Clarkson - M. Beasley - J. Vanderbilt - W. Kessler,-3.5
671,N. Vonleh - M. Brogdon - J. Tatum - G. Williams - S. Hauser,6.7
672,S. Gilgeous-Alexander - K. Williams - L. Dort - A. Pokusevski - J. Giddey,-1.2
673,T. Brown Jr. - L. Walker IV - R. Hachimura - W. Gabriel - A. Reaves,-0.6000000000000001
674,T. Gibson - B. Beal - K. Kuzma - M. Morris - C. Kispert,1.0
675,B. Lopez - K. Middleton - B. Portis - G. Allen - J. Carter,3.2
676,C. Capela - B. Bogdanovic - D. Murray - J. Collins - S. Bey,3.5
677,C. Zeller - V. Oladipo - C. Martin - M. Strus - T. Herro,-2.1
678,D. Lillard - G. Payton II - D. Eubanks - N. Little - S. Sharpe,1.0
679,D. Mitchell - J. Allen - D. Garland - D. Wade - E. Mobley,2.1
680,E. Gordon - P. George - K. Leonard - I. Zubac - T. Mann,0.8
681,G. Brown III - K. Johnson - T. Watford - S. Sharpe - J. Walker,-2.2
682,J. Randle - J. Hart - J. Brunson - M. Robinson - I. Quickley,1.7000000000000002
683,K. Anderson - D. Russell - N. Reid - A. Edwards - J. McDaniels,0.6000000000000001
684,K. Lowry - J. Butler - B. Adebayo - G. Vincent - M. Strus,-3.3
685,K. Olynyk - J. Clarkson - M. Beasley - L. Markkanen - C. Sexton,-0.4
686,L. James - A. Davis - D. Schroder - T. Brown Jr. - R. Hachimura,3.3
687,L. James - R. Westbrook - A. Davis - T. Brown Jr. - A. Reaves,2.8
688,L. James - R. Westbrook - P. Beverley - A. Davis - L. Walker IV,-1.1
689,M. Beasley - C. Sexton - T. Horton-Tucker - W. Kessler - S. Fontecchio,1.3
690,R. Bullock - S. Dinwiddie - C. Wood - M. Kleber - J. Green,-1.3
691,S. Adams - T. Jones - D. Brooks - J. Jackson Jr. - J. Konchar,6.0
692,A. Burks - B. Bogdanovic - S. Bey - J. Ivey - J. Duren,0.1
693,B. Bogdanovic - T. Young - O. Okongwu - S. Bey - A. Griffin,1.7000000000000002
694,G. Niang - D. House Jr. - S. Milton - J. McDaniels - P. Reed,0.0
695,K. Durant - K. Irving - J. Harris - R. O'Neale - B. Simmons,0.7000000000000001
696,K. Thompson - D. Green - A. Wiggins - J. Poole - J. Kuminga,1.5
697,L. James - A. Davis - D. Schroder - M. Beasley - J. Vanderbilt,3.3
698,M. Beasley - J. Vanderbilt - L. Walker IV - W. Gabriel - A. Reaves,-4.8
699,M. Muscala - S. Gilgeous-Alexander - J. Giddey - A. Wiggins - J. Williams,3.8
700,M. Muscala - S. Gilgeous-Alexander - L. Dort - J. Robinson-Earl - J. Giddey,-1.3
701,R. Covington - A. Coffey - M. Brown - B. Boston Jr. - J. Preston,3.7
702,T. Jones - B. Clarke - D. Bane - S. Aldama - D. Roddy,0.0
703,T. Jones - B. Clarke - D. Bane - S. Aldama - J. LaRavia,2.4
704,T. Jones - J. Jackson Jr. - B. Clarke - J. Konchar - D. Bane,0.5
705,V. Oladipo - B. Adebayo - H. Highsmith - M. Strus - T. Herro,-6.6
706,W. Barton - K. Kuzma - D. Gafford - D. Avdija - J. Goodwin,0.0
707,B. Biyombo - D. Saric - D. Lee - J. Okogie - S. Lee,2.7
708,B. Lopez - B. Portis - G. Allen - J. Carter - J. Nwora,0.0
709,B. Lopez - J. Holiday - K. Middleton - B. Portis - G. Allen,-2.0
710,D. DeRozan - D. Jones Jr. - A. Caruso - C. White - P. Williams,2.7
711,D. DeRozan - N. Vucevic - C. White - J. Green - A. Dosunmu,1.2
712,D. Rose - E. Fournier - I. Hartenstein - O. Toppin - I. Quickley,0.8
713,G. Hayward - M. Plumlee - T. Rozier - P. Washington - J. McDaniels,1.0
714,K. Lowry - J. Butler - V. Oladipo - T. Herro - O. Robinson,3.5
715,K. Porzingis - D. Wright - D. Avdija - C. Kispert - J. Davis,-5.0
716,K. Porzingis - M. Morris - D. Gafford - D. Avdija - C. Kispert,-3.1
717,L. James - R. Westbrook - P. Beverley - A. Davis - A. Reaves,1.2
718,P. Tucker - J. Embiid - D. House Jr. - D. Melton - T. Maxey,-3.3
719,R. Westbrook - N. Batum - K. Leonard - N. Powell - I. Zubac,1.8
720,S. Adams - D. Brooks - J. Morant - J. Konchar - D. Bane,1.3
721,S. Gilgeous-Alexander - K. Williams - L. Dort - J. Giddey - J. Williams,1.0
722,A. Simons - N. Little - T. Watford - S. Sharpe - J. Walker,2.2
723,B. Beal - K. Kuzma - M. Morris - D. Gafford - C. Kispert,-0.30000000000000004
724,B. Griffin - M. Muscala - M. Brogdon - D. White - G. Williams,2.7
725,B. Lopez - J. Holiday - B. Portis - P. Connaughton - G. Allen,1.0
726,C. Paul - D. Lee - T. Craig - M. Bridges - D. Ayton,1.4
727,C. Payne - D. Lee - T. Craig - L. Shamet - J. Landale,2.8
728,D. Murray - J. Collins - T. Young - O. Okongwu - A. Griffin,2.2
729,G. Harris - M. Bamba - B. Bol - F. Wagner - P. Banchero,-3.7
730,H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Murray,1.6
731,J. Hernangomez - F. VanVleet - C. Boucher - S. Barnes - C. Koloko,5.0
732,J. Randle - R. Barrett - Q. Grimes - I. Quickley - J. Sims,1.8
733,R. Rubio - C. LeVert - D. Garland - L. Stevens - E. Mobley,3.5
734,T. Hardaway Jr. - S. Dinwiddie - C. Wood - F. Ntilikina - L. Doncic,1.2
735,T. Ross - M. Wagner - B. Bol - C. Anthony - F. Wagner,-0.6000000000000001
736,A. Horford - M. Smart - J. Brown - D. White - S. Hauser,4.2
737,C. Joseph - B. Bogdanovic - S. Bey - I. Stewart - C. Cunningham,1.5
738,C. Paul - T. Craig - M. Bridges - J. Okogie - D. Ayton,-1.8
739,D. Lillard - J. Winslow - J. Hart - A. Simons - D. Eubanks,-3.5
740,G. Hayward - T. Rozier - D. Smith Jr. - P. Washington - N. Richards,1.0
741,J. Wall - P. George - M. Morris Sr. - K. Leonard - I. Zubac,-1.3
742,K. Anderson - T. Prince - J. McLaughlin - N. Alexander-Walker - N. Reid,0.4
743,K. Durant - K. Irving - S. Curry - R. O'Neale - B. Simmons,0.7000000000000001
744,K. Lowry - V. Oladipo - B. Adebayo - H. Highsmith - T. Herro,-0.7000000000000001
745,K. Olynyk - J. Clarkson - M. Beasley - N. Alexander-Walker - W. Kessler,1.4
746,K. Porter Jr. - J. Green - K. Martin Jr. - J. Smith Jr. - T. Eason,0.5
747,K. Porzingis - D. Wright - K. Kuzma - R. Hachimura - C. Kispert,4.8
748,M. Brogdon - J. Tatum - D. White - L. Kornet - S. Hauser,0.30000000000000004
749,N. Batum - J. Wall - P. George - M. Morris Sr. - K. Leonard,2.0
750,N. Batum - P. George - K. Leonard - R. Jackson - I. Zubac,3.3
751,R. Neto - C. LeVert - J. Allen - I. Okoro - E. Mobley,4.3
752,S. Adams - J. Jackson Jr. - J. Morant - D. Bane - Z. Williams,0.0
753,S. Gilgeous-Alexander - L. Dort - A. Pokusevski - T. Mann - A. Wiggins,3.3
754,T. Gibson - D. Wright - K. Kuzma - K. Nunn - D. Avdija,1.8
755,A. Davis - D. Schroder - D. Russell - T. Brown Jr. - R. Hachimura,1.9
756,C. Joseph - K. Hayes - J. Ivey - J. Duren - J. Rhoden,0.7000000000000001
757,C. Paul - K. Durant - D. Booker - T. Craig - D. Ayton,5.0
758,D. Booker - C. Payne - D. Lee - M. Bridges - D. Ayton,1.7000000000000002
759,D. McDermott - S. Johnson - J. Richardson - Z. Collins - M. Branham,0.7000000000000001
760,D. Saric - I. Joe - J. Giddey - A. Wiggins - J. Williams,0.30000000000000004
761,G. Hayward - K. Oubre Jr. - T. Rozier - D. Smith Jr. - M. Williams,0.0
762,I. Hartenstein - R. Barrett - Q. Grimes - O. Toppin - I. Quickley,-3.3
763,J. Brunson - M. Robinson - Q. Grimes - O. Toppin - I. Quickley,1.5
764,J. Grant - J. Winslow - J. Hart - A. Simons - T. Watford,1.0
765,J. Green - A. Wiggins - K. Looney - J. Poole - M. Moody,-2.0
766,J. Harden - T. Harris - J. Embiid - D. House Jr. - T. Maxey,0.30000000000000004
767,J. Holiday - C. Capela - A. Holiday - T. Young - J. Johnson,-0.6000000000000001
768,K. Durant - K. Irving - J. Harris - B. Simmons - N. Claxton,3.0
769,K. Irving - S. Curry - R. O'Neale - B. Simmons - N. Claxton,1.3
770,K. Love - C. LeVert - D. Mitchell - J. Allen - L. Stevens,-1.7000000000000002
771,K. Love - C. Osman - D. Mitchell - I. Okoro - E. Mobley,0.0
772,K. Lowry - J. Butler - V. Oladipo - B. Adebayo - T. Herro,0.6000000000000001
773,K. Thompson - D. Green - D. DiVincenzo - J. Poole - A. Lamb,2.0
774,L. James - P. Beverley - A. Davis - D. Schroder - T. Brown Jr.,-3.0
775,L. James - R. Westbrook - A. Davis - D. Schroder - R. Hachimura,2.3
776,R. Westbrook - P. Beverley - A. Davis - L. Walker IV - A. Reaves,0.8
777,S. Curry - K. Thompson - D. Green - K. Looney - J. Poole,1.0
778,S. Gilgeous-Alexander - J. Giddey - A. Wiggins - J. Williams - J. Williams,1.6
779,S. Gilgeous-Alexander - L. Dort - J. Robinson-Earl - T. Mann - A. Wiggins,4.7
780,T. Jones - D. Brooks - J. Jackson Jr. - B. Clarke - Z. Williams,0.9
781,T. Rozier - D. Smith Jr. - J. Thor - M. Williams - B. McGowens,-2.3
782,A. Burks - H. Diallo - K. Knox II - I. Livers - J. Ivey,4.0
783,A. Davis - D. Schroder - T. Brown Jr. - J. Vanderbilt - A. Reaves,-1.9
784,B. Biyombo - D. Lee - J. Okogie - D. Washington Jr. - I. Wainright,-1.0
785,B. Lopez - G. Antetokounmpo - P. Connaughton - G. Allen - J. Carter,0.9
786,C. Capela - D. Murray - T. Young - J. Johnson - A. Griffin,1.5
787,C. McCollum - L. Nance Jr. - Z. Williamson - N. Marshall - T. Murphy III,0.0
788,D. Bertans - R. Bullock - S. Dinwiddie - C. Wood - F. Ntilikina,1.5
789,D. Green - A. Wiggins - D. DiVincenzo - J. Poole - J. Kuminga,0.0
790,D. Rose - R. Barrett - O. Toppin - I. Quickley - J. Sims,-2.3
791,D. Saric - D. Lee - J. Okogie - L. Shamet - J. Landale,2.3
792,E. Fournier - J. Randle - M. Robinson - I. Quickley - M. McBride,6.0
793,E. Gordon - K. Porter Jr. - J. Green - K. Martin Jr. - A. Sengun,1.0
794,J. Clarkson - L. Markkanen - T. Horton-Tucker - O. Agbaji - W. Kessler,2.0
795,J. Grant - J. Winslow - J. Hart - A. Simons - D. Eubanks,-0.2
796,J. Green - K. Caldwell-Pope - A. Gordon - J. Murray - M. Porter Jr.,-1.2
797,J. Harden - T. Harris - J. Embiid - D. Melton - T. Maxey,0.6000000000000001
798,J. Okogie - J. Landale - S. Lee - D. Washington Jr. - I. Wainright,2.3
799,J. Valanciunas - C. McCollum - J. Richardson - B. Ingram - T. Murphy III,1.8
800,L. James - D. Schroder - T. Bryant - T. Brown Jr. - J. Toscano-Anderson,1.3
801,P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr. - C. Koloko,-0.30000000000000004
802,R. Bullock - C. Wood - M. Kleber - L. Doncic - J. Green,2.1
803,R. Bullock - T. Hardaway Jr. - S. Dinwiddie - D. Powell - C. Wood,-1.0
804,R. Gay - M. Conley - M. Beasley - O. Agbaji - W. Kessler,-0.5
805,R. Neto - C. LeVert - D. Garland - L. Stevens - E. Mobley,4.3
806,S. Gilgeous-Alexander - D. Bazley - L. Dort - J. Giddey - J. Williams,0.7000000000000001
807,S. Gilgeous-Alexander - L. Dort - A. Pokusevski - A. Wiggins - J. Williams,-4.5
808,T. McConnell - J. Smith - C. Duarte - I. Jackson - B. Mathurin,0.30000000000000004
809,A. Gordon - N. Jokic - J. Murray - B. Brown - M. Porter Jr.,3.0
810,A. Horford - J. Brown - M. Brogdon - J. Tatum - R. Williams III,3.8
811,B. Beal - K. Porzingis - D. Wright - K. Kuzma - M. Morris,2.0
812,B. Beal - K. Porzingis - M. Morris - D. Avdija - C. Kispert,0.2
813,B. Bogdanovic - T. Young - O. Okongwu - J. Johnson - A. Griffin,1.2
814,B. Hield - T. Haliburton - A. Nesmith - J. Smith - I. Jackson,0.0
815,C. McCollum - L. Nance Jr. - B. Ingram - Z. Williamson - H. Jones,3.8
816,C. McCollum - L. Nance Jr. - H. Jones - T. Murphy III - D. Daniels,0.30000000000000004
817,D. Lillard - J. Grant - A. Simons - N. Little - T. Watford,-0.8
818,D. Murray - J. Collins - A. Holiday - O. Okongwu - A. Griffin,-3.5
819,E. Gordon - B. Fernando - K. Porter Jr. - J. Green - J. Smith Jr.,-0.1
820,E. Gordon - G. Mathews - D. Nix - A. Sengun - J. Smith Jr.,-1.4
821,G. Antetokounmpo - P. Connaughton - G. Allen - J. Carter - J. Nwora,-4.3
822,G. Dragic - A. Drummond - Z. LaVine - A. Caruso - J. Green,-1.4
823,G. Dragic - Z. LaVine - D. Jones Jr. - A. Caruso - J. Green,3.0
824,H. Barnes - A. Len - D. Fox - K. Huerter - K. Murray,-0.5
825,J. Butler - V. Oladipo - M. Strus - O. Robinson - J. Cain,-1.3
826,J. Green - K. Looney - T. Jerome - J. Poole - A. Lamb,-4.3
827,K. Durant - J. Harris - R. O'Neale - N. Claxton - C. Thomas,0.30000000000000004
828,K. Lowry - J. Butler - B. Adebayo - M. Strus - T. Herro,0.7000000000000001
829,M. Bamba - C. Okeke - R. Hampton - K. Harris - P. Banchero,-2.3
830,M. Brogdon - J. Tatum - L. Kornet - G. Williams - S. Hauser,0.7000000000000001
831,R. Gay - J. Clarkson - M. Beasley - T. Horton-Tucker - W. Kessler,6.6
832,R. Lopez - R. Neto - C. Osman - C. LeVert - I. Okoro,-1.0
833,S. Adams - D. Brooks - J. Morant - Z. Williams - S. Aldama,-2.2
834,S. Johnson - I. Roby - M. Branham - B. Wesley - D. Barlow,2.0
835,T. McConnell - O. Brissett - C. Duarte - I. Jackson - B. Mathurin,-2.0
836,T. Young - O. Anunoby - C. Boucher - G. Trent Jr. - S. Barnes,2.0
837,Z. Collins - K. Bates-Diop - D. Vassell - T. Jones - M. Branham,-1.3
838,A. Burks - H. Diallo - I. Livers - J. Ivey - J. Duren,-4.5
839,A. Horford - J. Brown - M. Brogdon - J. Tatum - G. Williams,4.8
840,A. Wiggins - K. Looney - D. DiVincenzo - J. Poole - A. Lamb,-2.8
841,B. Beal - W. Barton - K. Porzingis - D. Avdija - A. Gill,1.7000000000000002
842,B. Griffin - J. Jackson - L. Kornet - P. Pritchard - S. Hauser,0.5
843,C. Capela - B. Bogdanovic - J. Collins - T. Young - D. Hunter,0.2
844,C. McCollum - L. Nance Jr. - H. Jones - T. Murphy III - J. Alvarado,0.0
845,C. Paul - B. Biyombo - D. Booker - T. Craig - L. Shamet,0.5
846,D. Brooks - J. Jackson Jr. - J. Morant - B. Clarke - J. Konchar,4.0
847,D. Green - A. Wiggins - D. DiVincenzo - J. Poole - A. Lamb,0.30000000000000004
848,D. Lee - M. Bridges - J. Okogie - J. Landale - I. Wainright,0.0
849,D. Rose - J. Randle - I. Hartenstein - Q. Grimes - I. Quickley,-0.4
850,G. Hill - K. Middleton - G. Antetokounmpo - P. Connaughton - G. Allen,2.3
851,J. Holiday - D. Murray - A. Holiday - O. Okongwu - J. Johnson,1.6
852,J. Holiday - D. Murray - J. Collins - A. Holiday - O. Okongwu,-2.4
853,K. Anderson - D. Russell - K. Towns - A. Edwards - J. McDaniels,-0.4
854,K. Love - C. Osman - D. Garland - I. Okoro - E. Mobley,-0.8
855,K. Oubre Jr. - D. Smith Jr. - N. Richards - K. Jones - B. McGowens,-0.7000000000000001
856,K. Williams - D. Bazley - T. Mann - J. Giddey - A. Wiggins,-2.5
857,L. Nance Jr. - B. Ingram - D. Graham - N. Marshall - D. Daniels,0.4
858,M. Bagley III - K. Hayes - I. Livers - J. Ivey - J. Duren,1.8
859,M. Dellavedova - T. Lyles - M. Monk - C. Metu - T. Davis,-2.2
860,M. Turner - B. Hield - O. Brissett - A. Nembhard - A. Nesmith,0.0
861,R. Gobert - K. Anderson - J. Nowell - A. Edwards - J. McDaniels,1.9
862,R. Westbrook - A. Davis - T. Brown Jr. - K. Nunn - A. Reaves,-2.3
863,S. Dinwiddie - R. O'Neale - D. Finney-Smith - M. Bridges - C. Johnson,1.6
864,S. Gilgeous-Alexander - L. Dort - A. Pokusevski - T. Mann - J. Giddey,1.0
865,T. Young - P. Siakam - F. VanVleet - G. Trent Jr. - S. Barnes,0.4
866,W. Barton - K. Kuzma - R. Hachimura - D. Gafford - J. Goodwin,-1.0
867,W. Hernangomez - L. Nance Jr. - D. Graham - N. Marshall - J. Alvarado,4.5
868,A. Burks - B. Bogdanovic - I. Stewart - I. Livers - J. Ivey,3.0
869,A. Horford - M. Smart - J. Brown - M. Brogdon - J. Tatum,-0.7000000000000001
870,A. Rivers - D. Russell - N. Reid - A. Edwards - J. McDaniels,-0.30000000000000004
871,A. Simons - D. Eubanks - K. Johnson - T. Watford - S. Sharpe,-2.3
872,B. Beal - W. Barton - K. Porzingis - K. Kuzma - M. Morris,3.8
873,B. Beal - W. Barton - K. Porzingis - R. Hachimura - D. Avdija,1.0
874,C. Capela - D. Murray - T. Young - D. Hunter - A. Griffin,4.8
875,C. McCollum - L. Nance Jr. - Z. Williamson - T. Murphy III - J. Alvarado,4.2
876,C. Paul - K. Durant - B. Biyombo - T. Ross - T. Craig,0.6000000000000001
877,C. Paul - T. Ross - T. Craig - J. Okogie - D. Ayton,0.7000000000000001
878,D. Jordan - J. Murray - V. Cancar - B. Brown - B. Hyland,-3.3
879,D. Mitchell - D. Garland - D. Wade - I. Okoro - E. Mobley,-0.7000000000000001
880,D. Sabonis - K. Huerter - K. Edwards - D. Mitchell - K. Murray,-2.8
881,D. Schroder - M. Beasley - R. Hachimura - W. Gabriel - A. Reaves,0.6000000000000001
882,G. Hayward - T. Rozier - L. Ball - J. Thor - M. Williams,1.8
883,G. Mathews - J. Green - J. Tate - A. Sengun - J. Smith Jr.,4.3
884,H. Barnes - D. Sabonis - D. Fox - K. Huerter - K. Okpala,-1.0
885,J. Butler - D. Dedmon - C. Martin - D. Robinson - G. Vincent,1.4
886,J. Harden - J. Embiid - D. Melton - J. McDaniels - T. Maxey,2.2
887,J. Wiseman - K. Hayes - R. Hampton - J. Ivey - J. Duren,-4.0
888,K. Irving - T. Hardaway Jr. - D. Powell - L. Doncic - J. Green,2.3
889,K. Williams - D. Bazley - T. Mann - J. Giddey - O. Dieng,-0.6000000000000001
890,L. James - D. Schroder - T. Bryant - L. Walker IV - A. Reaves,1.8
891,M. Brogdon - J. Tatum - L. Kornet - P. Pritchard - S. Hauser,4.7
892,M. Turner - B. Hield - A. Nembhard - T. Haliburton - B. Mathurin,1.7000000000000002
893,R. Bullock - S. Dinwiddie - C. Wood - D. Finney-Smith - L. Doncic,-2.6
894,R. Gay - M. Beasley - L. Markkanen - N. Alexander-Walker - W. Kessler,0.4
895,S. Adams - T. Jones - D. Brooks - S. Aldama - D. Roddy,-0.6000000000000001
896,S. Curry - R. O'Neale - Y. Watanabe - D. Sharpe - C. Thomas,1.0
897,T. McConnell - M. Turner - B. Hield - A. Nesmith - B. Mathurin,-1.9
898,T. Young - G. Mathews - O. Okongwu - S. Bey - A. Griffin,3.7
899,A. Holiday - D. Hunter - O. Okongwu - S. Bey - A. Griffin,0.0
900,A. Holiday - T. Young - D. Hunter - O. Okongwu - A. Griffin,-0.5
901,A. Horford - M. Smart - J. Tatum - D. White - G. Williams,-0.30000000000000004
902,B. Lopez - J. Holiday - B. Portis - G. Allen - J. Carter,0.0
903,C. Martin - P. Washington - J. McDaniels - L. Ball - M. Williams,-4.5
904,D. Brooks - J. Morant - X. Tillman - D. Bane - S. Aldama,0.4
905,D. DeRozan - N. Vucevic - A. Caruso - P. Williams - A. Dosunmu,-1.8
906,D. Saric - T. Craig - M. Bridges - D. Ayton - D. Washington Jr.,-5.0
907,G. Dragic - D. DeRozan - A. Drummond - D. Jones Jr. - C. White,1.8
908,G. Dragic - Z. LaVine - D. Jones Jr. - A. Caruso - P. Williams,-2.7
909,G. Harris - M. Fultz - M. Wagner - F. Wagner - P. Banchero,1.5
910,G. Temple - W. Hernangomez - J. Hayes - K. Lewis Jr. - D. Daniels,2.5
911,J. Brown - M. Brogdon - D. White - R. Williams III - G. Williams,1.4
912,J. Green - A. Wiggins - K. Looney - T. Jerome - J. Poole,2.0
913,J. Green - T. Jerome - J. Poole - A. Lamb - M. Moody,2.3
914,K. Caldwell-Pope - A. Gordon - J. Murray - M. Porter Jr. - Z. Nnaji,2.4
915,K. Irving - J. Holiday - T. Hardaway Jr. - C. Wood - F. Ntilikina,5.3
916,K. Irving - S. Curry - R. O'Neale - Y. Watanabe - N. Claxton,2.3
917,K. Oubre Jr. - D. Smith Jr. - P. Washington - K. Jones - B. McGowens,0.0
918,K. Porter Jr. - J. Green - A. Sengun - J. Smith Jr. - T. Eason,-0.30000000000000004
919,K. Porter Jr. - K. Martin Jr. - J. Tate - U. Garuba - T. Eason,1.3
920,K. Thompson - D. Green - D. DiVincenzo - J. Poole - J. Kuminga,2.1
921,K. Thompson - K. Looney - D. DiVincenzo - J. Poole - J. Kuminga,1.0
922,L. Dort - I. Joe - J. Giddey - A. Wiggins - J. Williams,-2.7
923,L. Kennard - D. Brooks - J. Morant - B. Clarke - S. Aldama,1.2
924,L. Kennard - J. Jackson Jr. - J. Morant - D. Bane - S. Aldama,3.7
925,M. Beasley - L. Markkanen - N. Alexander-Walker - T. Horton-Tucker - W. Kessler,-3.0
926,M. Conley - J. Clarkson - M. Beasley - O. Agbaji - W. Kessler,2.0
927,M. Smart - J. Tatum - D. White - L. Kornet - G. Williams,1.3
928,P. Mills - K. Irving - R. O'Neale - Y. Watanabe - N. Claxton,3.0
929,R. Arcidiacono - K. Knox II - K. Johnson - S. Sharpe - J. Walker,-3.0
930,R. Langford - S. Mamukelashvili - J. Champagnie - B. Wesley - D. Barlow,1.0
931,S. Curry - J. Harris - R. O'Neale - N. Claxton - C. Johnson,1.4
932,T. Hardaway Jr. - C. Wood - D. Finney-Smith - L. Doncic - J. Green,4.1
933,T. McConnell - M. Turner - B. Hield - A. Nembhard - A. Nesmith,0.9
934,U. Azubuike - T. Horton-Tucker - L. Bolmaro - O. Agbaji - S. Fontecchio,-4.3
935,V. Oladipo - B. Adebayo - C. Martin - D. Robinson - M. Strus,-7.3
936,A. Davis - D. Schroder - M. Beasley - J. Vanderbilt - L. Walker IV,2.3
937,A. Horford - M. Smart - J. Brown - D. White - G. Williams,1.4
938,B. Adebayo - C. Martin - H. Highsmith - M. Strus - T. Herro,-2.3
939,B. Hield - O. Brissett - A. Nembhard - J. Smith - B. Mathurin,1.3
940,C. McCollum - L. Nance Jr. - N. Marshall - H. Jones - T. Murphy III,8.0
941,C. Paul - D. Booker - M. Bridges - J. Landale - C. Johnson,5.5
942,D. Lillard - J. Grant - G. Payton II - A. Simons - D. Eubanks,0.4
943,D. Lillard - J. Grant - N. Little - M. Thybulle - T. Watford,4.0
944,D. Nix - K. Martin Jr. - J. Christopher - A. Sengun - J. Smith Jr.,-2.3
945,D. Smith Jr. - P. Washington - J. McDaniels - L. Ball - M. Williams,-0.1
946,E. Gordon - N. Batum - K. Leonard - M. Plumlee - T. Mann,-0.30000000000000004
947,G. Harris - M. Fultz - M. Bamba - F. Wagner - P. Banchero,2.5
948,I. Hartenstein - J. Hart - Q. Grimes - O. Toppin - I. Quickley,2.2
949,J. Clarkson - M. Beasley - L. Markkanen - T. Horton-Tucker - W. Kessler,3.5
950,J. Grant - J. Nurkic - J. Winslow - A. Simons - S. Sharpe,-1.0
951,J. Holiday - A. Holiday - T. Young - O. Okongwu - J. Johnson,-0.5
952,J. Randle - I. Hartenstein - J. Brunson - Q. Grimes - M. McBride,-2.8
953,J. Valanciunas - C. McCollum - T. Murphy III - J. Alvarado - D. Daniels,-0.5
954,K. Olynyk - M. Beasley - J. Vanderbilt - N. Alexander-Walker - O. Agbaji,-1.3
955,K. Oubre Jr. - T. Rozier - N. Richards - K. Jones - B. McGowens,-3.2
956,K. Porter Jr. - G. Mathews - J. Green - A. Sengun - J. Smith Jr.,-2.2
957,L. James - A. Davis - D. Schroder - J. Vanderbilt - A. Reaves,1.5
958,M. Brogdon - J. Tatum - R. Williams III - G. Williams - P. Pritchard,1.0
959,M. Conley - R. Gobert - T. Prince - A. Edwards - J. McDaniels,1.0
960,P. Siakam - J. Hernangomez - C. Boucher - P. Achiuwa - S. Barnes,-0.7000000000000001
961,P. Tucker - T. Harris - J. Embiid - S. Milton - M. Thybulle,2.3
962,R. Bullock - T. Hardaway Jr. - S. Dinwiddie - C. Wood - D. Finney-Smith,-4.3
963,S. Mykhailiuk - T. Maledon - N. Richards - K. Jones - J. Bouknight,-0.30000000000000004
964,T. Gibson - D. Wright - K. Kuzma - K. Nunn - C. Kispert,1.3
965,T. Maledon - J. Bouknight - J. Thor - M. Williams - B. McGowens,0.8
966,W. Barton - K. Kuzma - M. Morris - D. Gafford - C. Kispert,-1.8
967,A. Burks - H. Diallo - S. Bey - I. Stewart - J. Ivey,1.0
968,A. Holiday - T. Young - O. Okongwu - J. Johnson - A. Griffin,-0.2
969,A. Horford - M. Smart - J. Brown - D. White - R. Williams III,-2.0
970,B. Fernando - K. Porter Jr. - J. Green - K. Martin Jr. - J. Smith Jr.,0.2
971,B. Griffin - M. Smart - M. Brogdon - J. Tatum - S. Hauser,1.7000000000000002
972,B. Lopez - B. Portis - J. Carter - J. Nwora - M. Beauchamp,-1.0
973,B. Lopez - J. Holiday - B. Portis - J. Carter - M. Beauchamp,1.4
974,B. Lopez - J. Holiday - W. Matthews - B. Portis - J. Carter,2.6
975,C. Kispert - J. Huff - J. Davis - Q. Jackson - X. Cooks,-1.3
976,C. Osman - C. LeVert - D. Mitchell - J. Allen - E. Mobley,1.5
977,D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - J. Green,-2.7
978,D. Lillard - N. Little - T. Watford - S. Sharpe - J. Walker,-0.2
979,D. McDermott - S. Johnson - Z. Collins - I. Roby - B. Wesley,-5.3
980,D. Saric - I. Joe - A. Wiggins - J. Williams - O. Dieng,0.8
981,G. Niang - F. Korkmaz - D. House Jr. - S. Milton - P. Reed,0.7000000000000001
982,H. Barnes - R. Holmes - T. Lyles - D. Fox - M. Monk,0.30000000000000004
983,H. Barnes - T. Lyles - D. Sabonis - D. Fox - K. Huerter,0.30000000000000004
984,J. Butler - B. Adebayo - C. Martin - G. Vincent - M. Strus,-1.3
